dt_ms,gx,gy,gz,ax,ay,az
5.0,6.175878263096439,2.0697389050084505,9.292968928054266,-0.001801719414681489,-0.009648644194547324,-0.9999895702457055
5.0,6.360213297661638,2.1322230855051982,9.572196143909176,-0.0016225660125595298,-0.010217360676945685,-0.9999850172285998
5.0,6.544297241896277,2.194686221820906,9.851210794131777,-0.0014386656035982773,-0.01080225008248629,-0.999979940847809
5.0,6.7281228284814345,2.2571276974696337,10.130006682764032,-0.0012500627802410306,-0.01140330239769894,-0.9999743101540216
5.0,6.911682800297717,2.319546896179227,10.408577618705861,-0.0010568033341725196,-0.012020507227139614,-0.9999680934065522
5.0,7.09496991071174,2.3819432018973945,10.686917415852605,-0.000858934252577045,-0.012653853785385598,-0.9999612580793447
5.0,7.277976923862222,2.4443159987977885,10.96501989323241,-0.000656503714277317,-0.013303330888850223,-0.9999537708671411
5.0,7.460696614945643,2.506664671286085,11.242878875143477,-0.00044956108575272763,-0.013968926947420052,-0.9999455976918139
5.0,7.643121770501464,2.568988604006057,11.5204881912912,-0.00023815691703570332,-0.014650629955917578,-0.9999367037088678
5.0,7.825245188696908,2.63128718184565,11.797841676925202,-2.234293748493457e-05,-0.01534842748539249,-0.9999270533141038
5.0,8.007059679611267,2.693559789943052,12.07493317297622,0.00019782794856593202,-0.016062306674244648,-0.9999166101504527
5.0,8.188558065519755,2.7558058136927612,12.351756526192878,0.00042230166628543024,-0.016792254219182023,-0.9999053371149712
5.0,8.369733181176878,2.818024638751653,12.62830558927834,0.000651022974948604,-0.017538256366016802,-0.9998931963660069
5.0,8.550577874099282,2.8802156510450434,12.904574221026802,0.0008839354726699228,-0.018300298900303165,-0.9998801493305279
5.0,8.731085004848154,2.9423782367727473,13.180556286459886,0.0011209816012661298,-0.019078367137819987,-0.9998661567116172
5.0,8.911247447311048,3.004511782415141,13.456245656962869,0.0013621026512504529,-0.019872445914902146,-0.9998511784961354
5.0,9.091058088983218,3.066615674739212,13.731636210420772,0.001607238766959577,-0.020682519578623836,-0.9998351739625481
5.0,9.27050983124842,3.1286893008046173,14.006721831354323,0.0018563289518147865,-0.02150857197683768,-0.9998181016889186
5.0,9.449595589659143,3.190732047969726,14.28149641105575,0.0021093110737187264,-0.022350586448073233,-0.9997999195610665
5.0,9.628308294216284,3.2527433038976716,14.555953847724444,0.0023661218705891985,-0.023208545811298713,-0.9997805847808939
5.0,9.806640889648273,3.314722456562394,14.830088046602452,0.0026266969560314398,-0.02408243235554976,-0.9997600538748717
5.0,9.984586335689599,3.376668894254678,15.103892920109823,0.002890970825150327,-0.02497222782942914,-0.9997382827026989
5.0,10.162137607358742,3.438582005588191,15.3773623879798,0.0031588768605040024,-0.025877913430481445,-0.9997152264661194
5.0,10.33928769523551,3.500461179505521,15.650490377393815,0.0034303473382002736,-0.026799469794446622,-0.9996908397179091
5.0,10.51602960573777,3.5623058052842027,15.923270823116388,0.0037053134341373715,-0.027736876984396752,-0.9996650763710249
5.0,10.69235636139752,3.6241152725427463,16.195697667629776,0.003983705230390435,-0.028690114479759866,-0.999637889707919
5.0,10.868261001136368,3.6858889712466656,16.46776486126852,0.00426545172174517,-0.029659161165235284,-0.9996092323900171
5.0,11.043736580540337,3.7476262917144925,16.739466362353756,0.004550480822380218,-0.030643995319604777,-0.9995790564673611
5.0,11.21877617213401,3.809326624623797,17.010796137327404,0.0048387193726996255,-0.03164459460444368,-0.9995473133884141
5.0,11.39337286565403,3.8709893610172044,17.28174816088615,0.005130093146316815,-0.0326609360527366,-0.9995139540100302
5.0,11.567519768321894,3.932613892308401,17.55231641611524,0.005424526857191594,-0.03369299605740197,-0.9994789286075847
5.0,11.741210005116072,3.9941996102881405,17.822494894622096,0.0057219441669216055,-0.03474075035973031,-0.9994421868852696
5.0,11.914436719043417,4.055745907130249,18.09227759666974,0.006022267692189516,-0.03580417403774027,-0.9994036779865482
5.0,12.087193071409878,4.117252175397627,18.361658531310045,0.006325419012367596,-0.03688324149445762,-0.9993633505047732
5.0,12.25947224209047,4.178717808048234,18.63063171651674,0.006631318677280802,-0.0379779264461215,-0.9993211524939646
5.0,12.431267429798524,4.2401421984410925,18.899191179318287,0.006939886215130003,-0.039088201910322896,-0.9992770314797473
5.0,12.602571852354187,4.301524740342267,19.167330955930495,0.007251040140576564,-0.04021404019408007,-0.999230934470451
5.0,12.77337874695218,4.362864827930851,19.435045091888963,0.007564697962989653,-0.04135541288185572,-0.9991828079683658
5.0,12.943681370428767,4.424161855804941,19.702327642181313,0.007880776194857709,-0.04251229082352092,-0.9991325979811589
5.0,13.113472999527986,4.485415218987623,19.969172671379194,0.008199190360365255,-0.043684644122270785,-0.9990802500334477
5.0,13.282746931167043,4.546624312932929,20.235574253770114,0.008519855004136436,-0.044872442122496616,-0.9990257091785304
5.0,13.451496482700966,4.607788533531811,20.501526473488997,0.008842683700146552,-0.04607565339762,-0.9989689200102724
5.0,13.6197149921864,4.668907277118108,20.767023424649576,0.009167589060802762,-0.0472942457378935,-0.9989098266751485
5.0,13.787395818644633,4.729979940474493,21.032059211475538,0.009494482746195333,-0.048528186138173585,-0.9988483728844395
5.0,13.954532342323748,4.791005920838437,21.29662794843145,0.009823275473520436,-0.04977744078567042,-0.9987845019265824
5.0,14.121117964959975,4.851984615908148,21.560723760353437,0.010153877026675836,-0.05104197504768022,-0.9987181566796728
5.0,14.287146110038172,4.912915423848527,21.824340782579696,0.010486196266030534,-0.052321753459305315,-0.9986492796241194
5.0,14.452610223051458,4.973797743297096,22.087473161080677,0.010820141138369458,-0.053616739711166955,-0.9985778128554493
5.0,14.617503771759967,5.034630973369941,22.350115052589107,0.011155618687014335,-0.05492689663711663,-0.9985036980972622
5.0,14.781820246448746,5.095414513667643,22.612260624729757,0.011492535062121776,-0.0562521862019511,-0.9984268767143333
5.0,14.945553160184724,5.156147764281198,22.873904056148945,0.011830795531159498,-0.05759256948913628,-0.9983472897258633
5.0,15.108696049072824,5.216830125797939,23.135039536643788,0.012170304489561875,-0.058948006688546245,-0.9982648778188739
5.0,15.271242472511133,5.277460999307458,23.395661267291295,0.012510965471565442,-0.06031845708422179,-0.9981795813617486
5.0,15.43318601344519,5.338039786407511,23.655763460577056,0.01285268116122554,-0.061703879042154915,-0.998091340417917
5.0,15.594520278621282,5.398565889209927,23.915340340523827,0.013195353403614761,-0.06310422999810426,-0.9980000947596799
5.0,15.75523889883887,5.459038710346505,24.174386142819756,0.013538883216204157,-0.0645194664454476,-0.9979057838821751
5.0,15.91533552920202,5.519457652974914,24.43289511494642,0.013883170800427804,-0.06594954392307627,-0.9978083470174822
5.0,16.074803849369896,5.579822120784585,24.690861516306523,0.014228115553431665,-0.06739441700333802,-0.9977077231488675
5.0,16.233637563806273,5.640131518002588,24.948279618351442,0.014573616080007163,-0.06885403928003309,-0.9976038510251583
5.0,16.391830402028074,5.700385249399522,25.205143704708373,0.01491957020471044,-0.0703283633564701,-0.9974966691752577
5.0,16.549376118852905,5.760582720295384,25.46144807130731,0.015265874984167456,-0.07181734083358633,-0.9973861159227894
5.0,16.706268494645638,5.820723336565436,25.7171870265077,0.015612426719565902,-0.07332092229813944,-0.9972721294008717
5.0,16.862501335563916,5.88080650464608,25.972354891224835,0.0159591209693341,-0.07483905731097533,-0.9971546475670223
5.0,17.018068473802693,5.940831631540698,26.22694599905597,0.01630585256200731,-0.0763716943953778,-0.9970336082181884
5.0,17.17296376783772,6.000798124825524,26.480954696406155,0.016652515609282145,-0.07791878102550738,-0.9969089490059048
5.0,17.327181102668025,6.060705392655479,26.734375342613774,0.016999003519258923,-0.07948026361493256,-0.9967806074515692
5.0,17.480714390057276,6.120552843770014,26.98720231007581,0.017345209009872676,-0.08105608750526162,-0.9966485209618454
5.0,17.633557568774194,6.180339887498947,27.2394299843728,0.01769102412251264,-0.0826461969548792,-0.9965126268441786
5.0,17.785704604831775,6.240065933768297,27.49105276439356,0.01803634023583065,-0.08425053512779433,-0.9963728623224329
5.0,17.937149491725563,6.299730393106095,27.742065062459503,0.018381048079738345,-0.08586904408260543,-0.9962291645526381
5.0,18.08788625067074,6.359332676648219,27.99246130444876,0.018725037749593217,-0.08750166476158758,-0.996081470638853
5.0,18.23790893083816,6.41887219614419,28.24223592991995,0.019068198720573592,-0.0891483369799092,-0.9959297176491343
5.0,18.387211609589293,6.478348363962988,28.491383392235672,0.019410419862242206,-0.09080899941498208,-0.9957738426316165
5.0,18.535788392710028,6.53776059309885,28.739898158685655,0.019751589453298444,-0.09248358959595261,-0.9956137826306924
5.0,18.683633414643378,6.597108297177058,28.987774710609653,0.020091595196518732,-0.09417204389333782,-0.9954494747032991
5.0,18.830740838721017,6.6563908904597335,29.235007543519934,0.02043032423388508,-0.09587429750881427,-0.9952808559353024
5.0,18.97710485739373,6.715607787851613,29.48159116722361,0.02076766316190107,-0.09759028446516359,-0.9951078634579767
5.0,19.12271969246069,6.774758404905828,29.727520105944453,0.02110349804709508,-0.09931993759638179,-0.9949304344645822
5.0,19.267579595297534,6.8338421578296655,29.97278889844457,0.021437714441710123,-0.10106318853795715,-0.9947485062270285
5.0,19.41167884708333,6.892858463490341,30.21739209814565,0.021770197399579628,-0.10281996771732314,-0.9945620161126317
5.0,19.555011759026364,6.95180673942074,30.4613242732499,0.022100831492188767,-0.1045902043444917,-0.994370901600954
5.0,19.697572672588695,7.01068640382518,30.704580006860695,0.02242950082492017,-0.10637382640287252,-0.9941751003007261
5.0,19.839355959709554,7.069496875585144,30.94715389710285,0.02275608905348359,-0.10817076064028436,-0.9939745499668498
5.0,19.980356023027547,7.128237574265014,31.189040557242564,0.023080479400528403,-0.1099809325601632,-0.9937691885174759
5.0,20.120567296101594,7.186907920117812,31.430234615807098,0.023402554672438097,-0.11180426641297425,-0.993558954051157
5.0,20.25998424363073,7.245507334090912,31.67073071670398,0.023722197276305576,-0.11364068518783182,-0.9933437848640677
5.0,20.398601361672572,7.304035237831757,31.91052351934,0.024039289237088247,-0.11549011060433383,-0.993123619467293
5.0,20.536413177860656,7.3624910536935575,32.14960769873979,0.024353712214941644,-0.11735246310461538,-0.99289839660418
5.0,20.673414251620454,7.420874204741021,32.38797794566407,0.024665347522730356,-0.11922766184562834,-0.9926680552677489
5.0,20.809599174384147,7.479184114756007,32.62562896672754,0.02497407614371477,-0.12111562469165046,-0.992432534718159
5.0,20.944962569804176,7.537420208243253,32.86255548451647,0.025279778749412334,-0.12301626820703125,-0.9921917745002303
5.0,21.079499093965474,7.595581910436021,33.0987522377058,0.02558233571763172,-0.12492950764917878,-0.9919457144610121
5.0,21.213203435596427,7.653668647301796,33.33421398117613,0.02588162715067817,-0.12685525696179287,-0.9916942947673965
5.0,21.34607031627856,7.7116798455479305,33.568935486130016,0.026177532893728688,-0.12879342876835081,-0.9914374559237771
5.0,21.478094490654932,7.769614932627321,33.802911540208214,0.026469932553374816,-0.1307439343658492,-0.9911751387897397
5.0,21.609270746637204,7.827473336744047,34.036136947605385,0.026758705516331492,-0.13270668371880875,-0.9909072845977942
5.0,21.739593905611393,7.885254486859019,34.26860652918547,0.027043730968309906,-0.1346815854535458,-0.9906338349711306
5.0,21.869058822642344,7.942957812695611,34.50031512259671,0.027324887913052334,-0.13666854685271665,-0.9903547319414037
5.0,21.9976603866768,8.000582744745294,34.731257582386284,0.02760205519152683,-0.13866747385013872,-0.9900699179665409
5.0,22.125393520745217,8.058128714273252,34.96142878011456,0.02787511150127947,-0.1406782710258939,-0.9897793359485664
5.0,22.252253182162175,8.115595153324,35.190823604469,0.028143935415942276,-0.14270084160171942,-0.9894829292514408
5.0,22.37823436272546,8.17298149472698,35.41943696137767,0.0284084054048937,-0.1447350874366898,-0.9891806417189078
5.0,22.503332088913787,8.230287172102177,35.64726377412231,0.02866839985306997,-0.14678090902319582,-0.9888724176923506
5.0,22.627541422083112,8.287511619865683,35.874298983451126,0.02892379708092429,-0.14883820548322443,-0.9885582020286453
5.0,22.750857458661653,8.344654273235305,36.10053754769114,0.02917447536453135,-0.150906874564944,-0.9882379401180148
5.0,22.873275330343432,8.401714568236125,36.32597444286009,0.029420312955834603,-0.15298681263960048,-0.9879115779018731
5.0,22.994790204280495,8.458691941706066,36.55060466277804,0.02966118810303322,-0.15507791469872745,-0.987579061890657
5.0,23.115397283273673,8.515585831301454,36.77442321917859,0.029896979071105934,-0.15718007435167491,-0.9872403391816443
5.0,23.235091805962014,8.572395675502566,36.99742514181954,0.030127564162469075,-0.15929318382346194,-0.9868953574767486
5.0,23.353869047010697,8.629120913619179,37.21960547859336,0.030352821737765233,-0.16141713395295587,-0.9865440651002882
5.0,23.471724317297642,8.685760985796092,37.440959295637114,0.030572630236779693,-0.1635518141913828,-0.9861864110167279
5.0,23.588652964098568,8.742315333018658,37.661481677442026,0.030786868199481458,-0.16569711260117367,-0.9858223448483819
5.0,23.704650371270706,8.798783397118303,37.88116772696266,0.030995414287185424,-0.16785291585514925,-0.9854518168930808
5.0,23.819711959435057,8.85516462077803,38.10001256572563,0.03119814730383213,-0.1700191092360479,-0.985074778141792
5.0,23.933833186157127,8.911458447537926,38.31801133393798,0.03139494621738209,-0.1721955766364003,-0.9846911802961914
5.0,24.047009546126294,8.967664321800644,38.53515919059507,0.03158569018132039,-0.17438220055875323,-0.9843009757861823
5.0,24.159236571333654,9.0237816888369,38.75145131358804,0.031770258556268825,-0.17657886211624862,-0.9839041177873532
5.0,24.27050983124842,9.079809994790935,38.96688289981102,0.03194853093170081,-0.1787854410335579,-0.9835005602383755
5.0,24.380824932992816,9.13574868668599,39.181449165267644,0.03212038714775614,-0.18100181564817766,-0.9830902578583287
5.0,24.490177521515516,9.191597212429757,39.39514534517738,0.03228570731715101,-0.1832278629120879,-0.9826731661639541
5.0,24.59856327976357,9.247355020819834,39.60796669408131,0.032444371847179826,-0.18546345839377731,-0.9822492414868301
5.0,24.70597792885282,9.303021561549167,39.81990848594751,0.032596261461804256,-0.18770847628063753,-0.9818184409904629
5.0,24.812417228236853,9.358596285211467,40.030966014275975,0.032741257223825926,-0.18996278938172945,-0.9813807226872893
5.0,24.917876975874375,9.41407864330665,40.241134592203196,0.03287924055713785,-0.19222626913092453,-0.9809360454555844
5.0,25.022353008395132,9.469468088246241,40.45040955260619,0.033010093269050945,-0.19449878559042333,-0.980484369056273
5.0,25.12584120126425,9.524764073358782,40.65878624820613,0.033133697572690864,-0.19678020745465397,-0.9800256541496337
5.0,25.22833746894507,9.57996605289522,40.86626005167161,0.03324993610946078,-0.19907040205455293,-0.9795598623118978
5.0,25.32983776506045,9.635073482034306,41.07282635572132,0.033358691971565456,-0.2013692353622292,-0.9790869560517291
5.0,25.430338082552495,9.69008581688796,41.27848057322642,0.03345984872459249,-0.20367657199601694,-0.9786068988265898
5.0,25.529834453840753,9.745002514506645,41.48321813731238,0.03355329043014512,-0.20599227522591387,-0.9781196550589759
5.0,25.628322950978852,9.799823032884731,41.687034501460396,0.03363890166852302,-0.208316206979412,-0.9776251901525286
5.0,25.72579968580957,9.85454683096583,41.88992513960835,0.03371656756144497,-0.2106482278477189,-0.977123470508006
5.0,25.82226081011831,9.909173368648153,42.09188554625133,0.03378617379480989,-0.21298819709237357,-0.9766144635391162
5.0,25.91770251578506,9.963702106789817,42.292911236541684,0.03384760664148991,-0.2153359726522556,-0.9760981376882064
5.0,26.012121034934697,10.018132507214197,42.49299774638855,0.03390075298415146,-0.2176914111509918,-0.9755744624417986
5.0,26.105512640085767,10.072464032715217,42.69214063255712,0.03394550033809889,-0.2200543679047594,-0.9750434083459707
5.0,26.197873644297598,10.12669614706265,42.89033547276716,0.03398173687413531,-0.2224246969304875,-0.9745049470215774
5.0,26.289200401315906,10.180828315007425,43.087577865791324,0.034009351441435805,-0.22480225095445808,-0.9739590511793024
5.0,26.379489305716685,10.234860002286897,43.283863431552845,0.03402823359042748,-0.22718688142130597,-0.9734056946345411
5.0,26.4687367930486,10.288790675630128,43.479187811222786,0.0340382735956709,-0.22957843850341983,-0.9728448523221043
5.0,26.55693933997365,10.342619802763142,43.6735466673169,0.034039362478738094,-0.2319767711107441,-0.972276500310743
5.0,26.644093464406332,10.396346852414188,43.86693568379184,0.03403139203108079,-0.23438172690098116,-0.9717006158174825
5.0,26.73019572565103,10.449971294318976,44.059350566141134,0.034014254836884215,-0.23679315229019565,-0.9711171772217655
5.0,26.81524272453791,10.503492599225915,44.25078704149043,0.03398784429590036,-0.23921089246381905,-0.9705261640793996
5.0,26.899231103557074,10.55691023890133,44.44124085869248,0.03395205464625527,-0.2416347913880562,-0.9699275571362973
5.0,26.982157546991125,10.610223686134681,44.6307077884215,0.03390678098722482,-0.24406469182169133,-0.9693213383420137
5.0,27.064018781046084,10.66343241474377,44.81918362326706,0.03385191930197318,-0.24650043532829594,-0.9687074908630675
5.0,27.144811573980586,10.716535899579933,45.00666417782757,0.033787366480247945,-0.24894186228883444,-0.968085999096044
5.0,27.22453273623351,10.769533616533204,45.19314528880319,0.03371302034102674,-0.25138881191466983,-0.9674568486804782
5.0,27.303179120549867,10.822425042537514,45.378622815088306,0.03362877965510889,-0.2538411222609668,-0.9668200265115058
5.0,27.38074762210508,10.87520965557585,45.56309263786348,0.03353454416764665,-0.2562986302404916,-0.9661755207522835
5.0,27.457235178627524,10.927886934685382,45.746550660686864,0.03343021462060993,-0.25876117163780765,-0.9655233208461715
5.0,27.53263877051943,10.980456359962636,45.92899280958529,0.03331569277517858,-0.2612285811238654,-0.9648634175286713
5.0,27.60695542097611,11.032917412568606,46.11041503314459,0.03319088143405634,-0.2637006922709836,-0.9641958028391173
5.0,27.68018219610344,11.08526957473388,46.2908133025997,0.03305568446370021,-0.26617733756822326,-0.9635204701321144
5.0,27.75231620503374,11.137512329763759,46.47018361192403,0.032910006816459926,-0.26865834843714964,-0.9628374140887197
5.0,27.82335460003984,11.18964516204334,46.648521977918456,0.0327537545526202,-0.2711435552479808,-0.9621466307273612
5.0,27.89329457664754,11.24166755704261,46.825824440299776,0.03258683486234115,-0.2736327873361216,-0.9614481174144889
5.0,27.96213337374633,11.293579001321543,47.002087061788686,0.032409156087489586,-0.27612587301908015,-0.9607418728749558
5.0,28.02986827369836,11.34537898253513,47.177305928197136,0.0322206277433559,-0.278622639613764,-0.9600278972021224
5.0,28.09649660244577,11.397066989438477,47.3514771485153,0.032021160540249595,-0.2811229134541533,-0.9593061918676798
5.0,28.162015729616222,11.448642511891816,47.524596854998016,0.03181066640496846,-0.2836265199093495,-0.958576759731189
5.0,28.22642306862676,11.500105040865572,47.6966612032506,0.03158905850213381,-0.2861332834019935,-0.9578396050493299
5.0,28.28971607678593,11.55145406844535,47.867666372314254,0.03135625125538709,-0.2886430274270555,-0.9570947334848559
5.0,28.35189225539414,11.602689087836987,48.03760856475093,0.03111216036844026,-0.29115557457098645,-0.9563421521152531
5.0,28.412949149842326,11.65380959337152,48.206484006727656,0.03085670284597519,-0.29367074653123315,-0.955581869441093
5.0,28.47288434970884,11.7048150805102,48.37428894810027,0.03058979701438458,-0.2961883641361108,-0.9548138953940836
5.0,28.531695488854606,11.755705045849462,48.54101966249684,0.030311362542349254,-0.29870824736503065,-0.954038241344805
5.0,28.589380245516566,11.80647898712589,48.706672447400265,0.03002132046124514,-0.3012302153690769,-0.9532549201101357
5.0,28.645936342399285,11.857136403221185,48.87124362423056,0.029719593185373778,-0.3037540864919307,-0.9524639459603554
5.0,28.701361546764915,11.907676794167099,49.03472953842659,0.029406104532010476,-0.3062796782911363,-0.9516653346259304
5.0,28.755653670521273,11.958099661150376,49.19712655952714,0.02908077974126373,-0.3088068075597042,-0.9508591033039689
5.0,28.808810570308285,12.008404506517678,49.358431081251574,0.02874354549573992,-0.31133529034804946,-0.9500452706643506
5.0,28.860830147582575,12.058590833780492,49.51863952157997,0.028394329940007096,-0.3138649419862562,-0.9492238568555196
5.0,28.911710348700293,12.108658147620025,49.67774832283254,0.028033062699851917,-0.31639557710666766,-0.9483948835099419
5.0,28.961449164998218,12.158605953892106,49.83575395174875,0.02765967490132343,-0.31892700966679455,-0.947558373749225
5.0,29.010044632873047,12.20843375963205,49.99265289956573,0.027274099189557935,-0.321459052972537,-0.9467143521888912
5.0,29.05749483385893,12.25814107305953,50.14844168209621,0.026876269747378702,-0.3239915197017159,-0.9458628449428048
5.0,29.10379789470317,12.307727403583428,50.30311683980585,0.02646612231366469,-0.3265242219279058,-0.945003879627252
5.0,29.148951987440217,12.357192261806686,50.45667493789014,0.026043594201482393,-0.3290569711445668,-0.9441374853646651
5.0,29.192955329463796,12.406535159531119,50.60911256635059,0.025608624315974635,-0.331589578289468,-0.9432636927869931
5.0,29.235806183597308,12.455755609762251,50.760426340070524,0.025161153172000735,-0.3341218537693967,-0.9423825340387135
5.0,29.277502858162418,12.504853126714101,50.91061289889022,0.024701122911522242,-0.3366536074851485,-0.9414940427794827
5.0,29.318043707045803,12.553827225814011,51.059668907681505,0.024228477320728043,-0.3391846488567905,-0.9405982541864224
5.0,29.35742712976416,12.602677423707382,51.20759105642189,0.023743161846893613,-0.34171478684919315,-0.9396952049560423
5.0,29.395651571527402,12.651403238262487,51.354376060267974,0.023245123614968548,-0.3442438299978235,-0.9387849333057897
5.0,29.43271552330002,12.700004188575212,51.50002065962848,0.02273431144388659,-0.34677158643479405,-0.9378674789752338
5.0,29.46861752186066,12.748479794973795,51.64452162023662,0.022210675862592774,-0.34929786391515893,-0.9369428832268729
5.0,29.50335614985989,12.796829579023568,51.78787573322182,0.021674169125782187,-0.35182246984345217,-0.9360111888465686
5.0,29.53693003587616,12.845053063531688,51.93007981518114,0.021124745229344766,-0.3543452113004621,-0.9350724401436024
5.0,29.56933785446994,12.893149772551826,52.07113070824983,0.02056235992551066,-0.35686589507023236,-0.9341266829503547
5.0,29.60057832623604,12.941119231388887,52.21102528017153,0.019986970737691297,-0.35938432766728445,-0.9331739646216031
5.0,29.63065021785413,12.988960966603672,52.349760424367815,0.019398536975010212,-0.3619003153640529,-0.9322143340334373
5.0,29.659552342137424,13.036674506017576,52.48733306000716,0.01879701974651914,-0.36441366421853005,-0.9312478415817937
5.0,29.687283558079525,13.084259378717222,52.62374013207336,0.01818238197509384,-0.36692418010210426,-0.9302745391806029
5.0,29.713842770899532,13.13171511505913,52.75897861143337,0.017554588411004518,-0.3694316687275957,-0.9292944802595523
5.0,29.739228932085197,13.179041246674338,52.89304549490461,0.016913605645156454,-0.3719359356774716,-0.9283077197614634
5.0,29.763441039434337,13.226237306473038,53.025937805321604,0.016259402121995448,-0.3744367864322395,-0.9273143141392782
5.0,29.78647813709441,13.27330282864917,53.15765259160211,0.015591948152073284,-0.3769340263990084,-0.9263143213526602
5.0,29.808339315600254,13.320237348685032,53.288186928812664,0.014911215924269113,-0.3794274609402108,-0.9253078008642048
5.0,29.829023711909965,13.36704040335586,53.41753791823354,0.014217179517661264,-0.3819168954024754,-0.9242948136352606
5.0,29.848530509439,13.413711530734398,53.54570268742307,0.013509814913045653,-0.38440213514564686,-0.9232754221213592
5.0,29.866858938092395,13.460250270195466,53.67267839028149,0.012789100004096245,-0.3868829855719385,-0.9222496902672574
5.0,29.884008274295173,13.506656162420487,53.79846220711414,0.01205501460816283,-0.38935925215521583,-0.9212176835015866
5.0,29.899977841020895,13.552928749402044,53.923051344694024,0.011307540476702235,-0.3918307404703965,-0.9201794687311122
5.0,29.91476700781842,13.599067574448384,54.04644303632388,0.010546661305338989,-0.39429725622296474,-0.9191351143346038
5.0,29.928375190836757,13.64507218218793,54.16863454189762,0.009772362743550951,-0.39675860527858464,-0.9180846901563144
5.0,29.940801852848143,13.690942118573773,54.28962314796117,0.008984632403976385,-0.39921459369281087,-0.9170282674990705
5.0,29.952046503269248,13.736676930888164,54.409406167772715,0.008183459871338276,-0.40166502774088153,-0.9159659191169721
