dt_ms,gx,gy,gz,ax,ay,az,pos_x_true,pos_y_true,pos_z_true
5.0,4.8226601739623325,1.726500642860145,7.462780799268195,-0.00494369227035415,-0.004739663562760445,-1.0000472312975996,0.1349680992887707,0.03414275495222066,0.0026380870990718947
5.0,5.062138308416953,1.8126776955296366,7.834391480361036,-0.0047881925410394295,-0.0051891043922487525,-1.0000483560882971,0.1350002546716761,0.034467543470145356,0.0027698999039789
5.0,5.301374631129935,1.8988331008224406,8.205778700409036,-0.00462558345734389,-0.005659380548229592,-1.0000491692319882,0.13503081468511238,0.03479224008151209,0.002901699313361326
5.0,5.540357714094305,1.9849658298526611,8.576931866301495,-0.004455912678665247,-0.006150485625516815,-1.0000496376825936,0.1350597795621132,0.03511684209677191,0.003033484689823493
5.0,5.779076141400031,2.07107485400521,8.947840391603652,-0.004279229953531966,-0.006662412836924511,-1.0000497269803075,0.13508714955723153,0.03544134682689732,0.0031652553960375886
5.0,6.0175185097793324,2.1571591449480843,9.318493696858665,-0.004095587113289518,-0.007195155000851248,-1.0000494012592402,0.13511292494653374,0.03576575158340388,0.003297010794746745
5.0,6.255673429151406,2.243217674644653,9.688881209889349,-0.0039050380686342775,-0.007748704528763528,-1.0000486232553072,0.13513710602759338,0.03609005367837187,0.0034287502487681245
5.0,6.49352952316651,2.329249415365931,10.058992366099728,-0.003707638804918423,-0.00832305341261747,-1.0000473543145505,0.1351596931194845,0.03641425042446788,0.0035604731209960003
5.0,6.731075429749398,2.4152533397028506,10.428816608776387,-0.0035034473757616733,-0.008918193211357247,-1.0000455544017155,0.13518068656277493,0.03673833913496637,0.003692178774404834
5.0,6.968299801642076,2.5012284205785353,10.798343389389563,-0.0032925239008513656,-0.009534115036507503,-1.0000431821091693,0.13520008671951875,0.03706231712377135,0.003823866572052362
5.0,7.205191306945845,2.587173631260563,11.167562167894042,-0.003074930555272869,-0.010170809538783526,-1.0000401946662172,0.13521789397324924,0.03738618170543791,0.003955535877082671
5.0,7.441738629662604,2.6730879453732266,11.536462413029769,-0.0028507315703674226,-0.010828266892597723,-1.0000365479486508,0.1352341087289707,0.03770993019519382,0.004087186052729283
5.0,7.677930470235406,2.758970336909794,11.905033602622241,-0.0026199932219189126,-0.011506476781182575,-1.0000321964887713,0.1352487314131506,0.038033559908961165,0.004218816462318229
5.0,7.913755546088222,2.8448197802447575,12.273265223882653,-0.002382783827388883,-0.012205428380977974,-1.0000270934855604,0.1352617624737111,0.03835706816337786,0.00435042646927113
5.0,8.149202592164897,2.9306352501460844,12.641146773707726,-0.0021391737389511957,-0.012925110345566922,-1.0000211908153693,0.1352732023800203,0.03868045227581925,0.004482015437108277
5.0,8.384260361467264,3.01641572178746,13.008667758979302,-0.0018892353357141338,-0.013665510788868488,-1.0000144390428478,0.13528305162288332,0.03900370956441974,0.0046135827294517115
5.0,8.618917625592399,3.102160170760526,13.375817696863631,-0.0016330430178777022,-0.014426617269296883,-1.0000067874322334,0.13529131071453301,0.03932683734809422,0.004745127710028296
5.0,8.853163175268987,3.1878675730871144,13.742586115110395,-0.001370673199800216,-0.015208416770953099,-0.9999981839589657,0.13529798018862033,0.03964983294655975,0.004876649742672797
5.0,9.08698582089278,3.2735369052314764,14.108962552351386,-0.00110220430174137,-0.016010895687361686,-0.9999885753216723,0.13530306060020436,0.03997269368035706,0.0050081481913309585
5.0,9.320374393061096,3.3591671441125044,14.474936558398902,-0.0008277167422095388,-0.01683403980253843,-0.999977906954443,0.13530655252574234,0.0402954168708721,0.00513962242006258
5.0,9.553317743106382,3.444757267115952,14.840497694543824,-0.0005472929317778598,-0.01767783427299167,-0.9999661230395082,0.13530845656307888,0.04061799984035758,0.005271071793044591
5.0,9.785804743628768,3.530306252106643,15.205635533853368,-0.0002610172623233529,-0.0185422636088069,-0.9999531665201986,0.1353087733314354,0.040940439911954486,0.005402495674574126
5.0,10.01782428902759,3.615813077440681,15.570339661468465,3.1023899135473355e-05,-0.01942731165421677,-0.999938979114286,0.13530750347139886,0.04126273440971365,0.005533893429071596
5.0,10.24936529603193,3.701276721977651,15.934599674900863,0.0003287422207000798,-0.020332961568565414,-0.9999235013276052,0.1353046476449105,0.04158488065861721,0.005665264421083771
5.0,10.48041670423,3.7866961650928106,16.298405184329795,0.0006320474136617156,-0.021259195806012113,-0.9999066724681696,0.13530020653525407,0.041906875984600155,0.005796608015286842
5.0,10.710967476597524,3.872070386689278,16.66174581289838,0.0009408472415117118,-0.02220599609544442,-0.999888430660377,0.13529418084704387,0.04222871771457183,0.005927923576489502
5.0,10.94100660002494,3.957398367210218,17.024611197009552,0.0012550475307100974,-0.023173343419975064,-0.9998687128598288,0.13528657130621238,0.042550403176437435,0.0060592104696360095
5.0,11.170523085843486,4.042679087651018,17.38699098662169,0.0015745521793589165,-0.024161217996122104,-0.9998474548682471,0.13527737865999778,0.042871929699119495,0.0061904680598092714
5.0,11.399505970350122,4.127911529571452,17.748874845543842,0.0018992631679823214,-0.02516959925260053,-0.9998245913489789,0.13526660367693105,0.043193294612579335,0.006321695712233903
5.0,11.627944315331245,4.213094675107846,18.11025245173051,0.002229080568568666,-0.026198465808591215,-0.9998000558426257,0.13525424714682263,0.04351449524783857,0.006452892792279302
5.0,11.855827208585199,4.298227506985238,18.471113497576102,0.0025639025576340412,-0.027247795452172863,-0.9997737807831187,0.13524030988074906,0.04383552893700061,0.0065840586654627165
5.0,12.083143764443516,4.383309008529519,18.831447690208925,0.0029036254256040797,-0.028317565118861097,-0.9997456975141282,0.13522479271103927,0.044156393013272004,0.006715192697452317
5.0,12.309883124290947,4.468338163679576,19.191244751784755,0.0032481435872728235,-0.029407750867714605,-0.9997157363058902,0.13520769649126027,0.04447708481098403,0.006846294254070258
5.0,12.536034457084128,4.553313956999432,19.550494419780016,0.003597349596155288,-0.030518327860843585,-0.9996838263721111,0.135189022096203,0.04479760166561399,0.006977362701295753
5.0,12.761586959868989,4.638235373690365,19.909186447284473,0.003951134153680297,-0.03164927033833407,-0.9996498958876695,0.13516877042186756,0.04511794091380677,0.00710839740526813
5.0,12.986529858296784,4.723101399603028,20.267310603293538,0.004309386122576915,-0.03280055159738862,-0.9996138720060995,0.1351469423854481,0.04543809989339615,0.007239397732289905
5.0,13.210852407138777,4.80791102124957,20.624856673000064,0.004671992540787248,-0.03397214396696609,-0.9995756808779412,0.13512353892531792,0.045758075943426325,0.007370363048829847
5.0,13.43454389079951,4.892663225815725,20.981814458085704,0.005038838630197345,-0.035164018785936564,-0.999535247669107,0.13509856100101336,0.046077866404173204,0.007501292721526038
5.0,13.657593623828694,4.977357001172912,21.33817377701182,0.005409807816040354,-0.03637614637821423,-0.9994924965796795,0.13507200959321844,0.046397468617165864,0.007632186117188936
5.0,13.879990951431637,5.061991335890332,21.69392446530987,0.005784781734652907,-0.03760849602928433,-0.9994473508630465,0.13504388570374845,0.046716879925207934,0.007763042602804441
5.0,14.101725249978191,5.146565219247033,22.049056375871338,0.006163640250428246,-0.03886103596224395,-0.9993997328454867,0.1350141903555335,0.04703609767239892,0.007893861545536951
5.0,14.322785927510246,5.231077641243985,22.403559379237155,0.006546261470208914,-0.04013373331286244,-0.9993495639458163,0.1349829245926019,0.047355119204155645,0.008024642312732427
5.0,14.543162424247686,5.315527592616146,22.757423363886637,0.006932521755441115,-0.041426554106118084,-0.9992967646957399,0.13495008948006285,0.047673941867233505,0.008155384271921449
5.0,14.762844213092825,5.399914064844508,23.110638236525876,0.007322295740932653,-0.042739463230369375,-0.999241254760189,0.13491568610408944,0.04799256300974791,0.00828608679082228
5.0,14.98182080013326,5.484236050168147,23.46319392237567,0.007715456345997217,-0.04407242441380226,-0.9991829529583182,0.13487971557190073,0.048310979981195566,0.00841674923734392
5.0,15.200081725143159,5.568492541596253,23.815080365458822,0.008111874793443583,-0.045425400198854146,-0.999121777284533,0.13484217901174397,0.04862919013247576,0.008547370979589157
5.0,15.417616562082937,5.652682532920159,24.16628752888704,0.008511420623451912,-0.04679835191711663,-0.9990576449300641,0.13480307757287627,0.048947190815911756,0.008677951385857639
5.0,15.63441491959728,5.736805018725356,24.516805395147156,0.008913961711851328,-0.04819123966486452,-0.9989904723049029,0.13476241242554624,0.049264979385272044,0.008808489824648907
5.0,15.850466441511543,5.820858994403498,24.866623966386918,0.009319364284064215,-0.0496040222774642,-0.9989201750597195,0.13472018476097494,0.049582553195791614,0.008938985664665475
5.0,16.06576080732644,5.904843456164406,25.215733264700102,0.009727492935771728,-0.05103665730405247,-0.9988466681087226,0.13467639579133697,0.04989990960419326,0.009069438274815858
5.0,16.28028773271104,5.988757401048047,25.56412333241115,0.01013821064790516,-0.052489100982445525,-0.9987698656521611,0.13463104674974102,0.05021704596870883,0.009199847024217639
5.0,16.494036969994045,6.072599826936513,25.91178423235918,0.010551378804900622,-0.053961308213546715,-0.9986896811996989,0.13458413889021012,0.05053395964910053,0.009330211282200518
5.0,16.706998308653308,6.156369732566,26.258706048181434,0.01096685721384215,-0.05545323253646282,-0.9986060275938401,0.13453567348766166,0.050850648006682056,0.009460530418309358
5.0,16.919161575803557,6.240066117538745,26.60487888459611,0.011384504122967883,-0.056964826102238984,-0.9985188170337012,0.13448565183788722,0.051167108404339925,0.009590803802307236
5.0,17.130516636682366,6.323687982334991,26.950292867684613,0.011804176239099977,-0.058496039648906116,-0.9984279610992343,0.1344340752575318,0.05148333820655467,0.009721030804178495
5.0,17.34105339513426,6.407234328324916,27.29493814517318,0.01222572875012083,-0.060046822476502136,-0.9983333707755827,0.1343809450840731,0.051799334779422,0.009851210794131777
5.0,17.550761794093017,6.490704157780557,27.638804886713928,0.012649015341849548,-0.0616171224205642,-0.9982349564778683,0.13432626267580042,0.05211509549067402,0.00998134314260309
5.0,17.759631816062043,6.574096473887728,27.981883284165196,0.013073888220160137,-0.06320688582750941,-0.9981326280763927,0.13427002941179303,0.05243061770970045,0.010111427220258833
5.0,17.967653483592947,6.657410280757925,28.324163551871358,0.013500198130488316,-0.06481605752931283,-0.998026294921862,0.13421224669189855,0.052745898807569726,0.01024146239799885
5.0,18.174816859762107,6.740644583440218,28.665635926941896,0.013927794380049463,-0.0664445808179913,-0.9979158658711427,0.1341529159367109,0.05306093615705015,0.010371448046959476
5.0,18.38111204864535,6.823798387933131,29.00629066952989,0.014356524858354057,-0.06809239741973275,-0.9978012493134276,0.13409203858754795,0.05337572713263114,0.010501383538516564
5.0,18.5865291957907,6.906870701196515,29.346118063109838,0.014786236059216726,-0.0697594474717509,-0.9976823531962556,0.13402961610642897,0.0536902691105442,0.010631268244288535
5.0,18.79105848868907,6.989860531163405,29.685108414754755,0.015216773104002252,-0.07144566949466168,-0.9975590850523556,0.1339656499760517,0.05400455946878413,0.01076110153613942
5.0,18.994690157243028,7.072766886751872,30.023252055412716,0.015647979762427943,-0.07315100036946821,-0.9974313520265358,0.13390014169976913,0.05431859558713013,0.010890882786181886
5.0,19.197414474233458,7.155588777876851,30.36053934018258,0.016079698478022632,-0.0748753753121589,-0.9972990609027115,0.13383309280156608,0.05463237484716683,0.011020611366780285
5.0,19.39922175578429,7.238325215461978,30.696960648589137,0.016511770389642168,-0.07661872784890295,-0.9971621181315634,0.13376450482603539,0.0549458946323054,0.011150286650553686
5.0,19.600102361824995,7.320975211451379,31.032506384857488,0.016944035356659896,-0.07838098979181397,-0.9970204298583342,0.13369437933835387,0.055259152327804574,0.011279908010378899
5.0,19.800046696551146,7.403537778821496,31.36716697818676,0.017376331982928084,-0.08016209121430831,-0.9968739019506491,0.133622717924258,0.055572145320791744,0.011409474819393525
5.0,19.999045208882777,7.486011931592858,31.700932883023093,0.01780849764175648,-0.08196196042755752,-0.9967224400271434,0.13354952219001928,0.05588487100028393,0.01153898645099897
5.0,20.19708839292061,7.568396684841857,32.033794579331904,0.018240368500558664,-0.08378052395572315,-0.9965659494858771,0.13347479376241925,0.05619732675720885,0.011668442278863485
5.0,20.39416678840016,7.650691054712518,32.36574257286943,0.018671779547622447,-0.0856177065134048,-0.9964043355331447,0.13339853428872436,0.05650950998442583,0.011797841676925205
5.0,20.59027098114364,7.732894058428237,32.696767395453534,0.019102564617170324,-0.08747343098047591,-0.9962375032129747,0.13332074543666048,0.05682141807674691,0.011927184019395149
5.0,20.785391603509648,7.815004714303528,33.02685960523377,0.019532556416387275,-0.08934761838092278,-0.9960653574359688,0.13324142889438706,0.05713304843095768,0.012056468680760272
5.0,20.979519334840656,7.897022041755742,33.35600978696067,0.019961586552219964,-0.09124018785764614,-0.9958878030094399,0.13316058637047112,0.057444398445838346,0.012185695035786483
5.0,21.17264490190825,7.978945061316776,33.684208552254354,0.020389485559230824,-0.09315105665206211,-0.9957047446670361,0.13307821959386099,0.057755465522184565,0.012314862459521656
5.0,21.364759079356087,8.060772794644773,34.011446539872246,0.020816082925682922,-0.09508014007922676,-0.9955160870989311,0.1329943303138594,0.05806624706282845,0.012443970327298675
5.0,21.555852690140593,8.142504264535802,34.337714415976116,0.02124120712454338,-0.09702735150801543,-0.995321734982245,0.13290892030009682,0.058376740472659415,0.012573018014738434
5.0,21.745916605969335,8.224138494935534,34.66300287439835,0.02166468564054456,-0.09899260233768183,-0.9951215930115613,0.13282199134250428,0.0586869431586451,0.012702004897752871
5.0,21.93494174773705,8.30567451095089,34.98730263690729,0.02208634499779225,-0.10097580197716775,-0.9949155659298621,0.13273354525128564,0.058996852529852234,0.01283093035254798
5.0,22.122919085959374,8.387111338861693,35.310604453471996,0.02250601079250942,-0.10297685782383642,-0.994703558559496,0.13264358385688998,0.059306465997467465,0.01295979375562682
5.0,22.309839641204135,8.468448006132284,35.63289910252599,0.02292350772124814,-0.10499567524278998,-0.9944854758333626,0.13255210900998363,0.059615780974818205,0.013088594483792553
5.0,22.495694484520328,8.54968354142315,35.954177391230346,0.02333865961034506,-0.10703215754583989,-0.9942612228266733,0.13245912258142162,0.05992479487739351,0.013217331914151432
5.0,22.680474737864582,8.630816974602512,36.27443015573588,0.02375128944866963,-0.10908620597282917,-0.9940307047882151,0.13236462646221922,0.060233505122864794,0.013346005424115829
5.0,22.864171574525322,8.711847336757922,36.59364826144449,0.024161219418025674,-0.111157719670791,-0.9937938271724913,0.1322686225635231,0.06054190913110667,0.01347461439140724
5.0,23.04677621954435,8.79277366020782,36.911822603269776,0.02456827092335949,-0.11324659567513033,-0.993550495671738,0.13217111281658186,0.06085000432421772,0.013603158194059295
5.0,23.228279950136045,8.873594978513104,37.22894410589667,0.024972264627955838,-0.11535272889133012,-0.9933006162479668,0.1320720991727169,0.061157788126541254,0.013731636210420776
5.0,23.40867409610404,8.954310326488665,37.54500372404039,0.02537302048319386,-0.11747601207650656,-0.9930440951655835,0.1319715836032925,0.061465257964685986,0.013860047819158602
5.0,23.587950040255357,9.03491874021491,37.859992442704325,0.025770357762029034,-0.11961633582082586,-0.9927808390237984,0.13186956809968584,0.06177241126754682,0.013988392399260852
5.0,23.76609921881209,9.115419257049279,38.17390127743724,0.02616409509336436,-0.12177358853131538,-0.9925107547893751,0.13176605467325664,0.0620792454663255,0.014116669330039765
5.0,23.943113121820424,9.195810915637743,38.48672127458952,0.02655405049500345,-0.12394765641415569,-0.9922337498295526,0.13166104535531672,0.062385757994551344,0.014244877991134731
5.0,24.118983293557196,9.276092755926275,38.798443511568586,0.026940041407216918,-0.12613842345880966,-0.9919497319449005,0.13155454219709903,0.06269194628810187,0.014373017762515311
5.0,24.293701332933786,9.356263819172328,39.10905909709336,0.027321884728234616,-0.1283457714220252,-0.9916586094026603,0.13144654726972646,0.06299780778522343,0.014501088024484216
5.0,24.467258893897434,9.43632314795627,39.41855917144785,0.027699396849094785,-0.13056957981229905,-0.9913602909697984,0.13133706266418055,0.06330333992655186,0.01462908815768031
5.0,24.639647685829917,9.516269786192828,39.726934906733945,0.02807239368872122,-0.13280972587581316,-0.9910546859464451,0.13122609049126982,0.06360854015513308,0.014757017543081612
5.0,24.810859473943594,9.596102779142507,40.0341775071231,0.02844069072835634,-0.1350660845811704,-0.990741704199507,0.13111363288159758,0.06391340591644366,0.014884875562008282
5.0,24.98088607967475,9.675821173422985,40.34027820910731,0.02880410305108297,-0.13733852860710258,-0.9904212561959436,0.13099969198552996,0.06421793465841143,0.015012661596125623
5.0,25.149719381074277,9.755424017020497,40.645228281749034,0.029162445374028536,-0.13962692832788431,-0.9900932530368796,0.13088426997316316,0.06452212383143602,0.015140375027447044
5.0,25.317351313195687,9.834910359301217,40.94901902693024,0.029515532088937303,-0.14193115180288882,-0.9897576064906123,0.1307673690342908,0.06482597088840933,0.015268015238337096
5.0,25.48377386848032,9.914279251022597,41.25164177960049,0.02986317729694285,-0.14425106476248808,-0.9894142290273948,0.13064899137837074,0.06512947328473612,0.015395581611514416
5.0,25.64897909713985,9.99352974434471,41.55308790802409,0.03020519484736397,-0.14658653059864826,-0.989063033852481,0.13052913923449186,0.06543262847835446,0.01552307353005472
5.0,25.812959107536084,10.072660892841567,41.853348814026326,0.030541398375395396,-0.1489374103535847,-0.9887039349402974,0.1304078148513403,0.06573543392975623,0.015650490377393817
5.0,25.975706066557894,10.151671751512414,42.15241593323866,0.030871601340491817,-0.1513035627101973,-0.9883368470686411,0.13028502049716564,0.06603788710200749,0.01577783153733055
5.0,26.137212199995407,10.230561376793034,42.45028073534308,0.03119561706437989,-0.15368484398209944,-0.9879616858524046,0.1301607584597467,0.06633998546076901,0.015905096394029795
5.0,26.297469792911368,10.309328826566997,42.746934724315324,0.031513258772168096,-0.1560811081060728,-0.9875783677774775,0.1300350310463572,0.06664172647431667,0.01603228433202545
5.0,26.45647119000968,10.38797316017692,43.0423694386673,0.03182433962796012,-0.15849220663384986,-0.9871868102351531,0.1299078405837308,0.0669431076135617,0.01615939473622339
5.0,26.61420879600108,10.466493438435702,43.33657645168838,0.03212867277909158,-0.16091798872388555,-0.986786931555786,0.12977918941802644,0.06724412635207129,0.016286426991904458
5.0,26.770675075965947,10.544888723637733,43.62954737168577,0.03242607139251964,-0.1633583011368917,-0.9863786510429629,0.12964907991479283,0.06754478016608874,0.016413380484727423
5.0,26.92586255571426,10.623158079570098,43.92127384222386,0.032716348696217375,-0.16581298822808455,-0.9859618890074021,0.12951751445893292,0.06784506653455387,0.01654025460073196
5.0,27.079763822142606,10.701300571523758,44.2117475423626,0.03299931802211696,-0.16828189194370918,-0.9855365668007774,0.1293844954546684,0.06814498293912333,0.016667048726341636
5.0,27.2323715235883,10.779315266304705,44.5009601868948,0.03327479284197747,-0.17076485181565468,-0.9851026068500961,0.12925002532550323,0.06844452686419081,0.016793762248366838
5.0,27.383678370180583,10.857201232245114,44.788903526582494,0.03354258681465047,-0.17326170495843993,-0.9846599326908672,0.1291141065141876,0.06874369579690741,0.016920394554007765
5.0,27.53367713418882,10.934957539214471,45.07556934839219,0.03380251382256977,-0.17577228606650774,-0.9842084690012739,0.12897674148268115,0.06904248722720181,0.017046945030857404
5.0,27.68236065036779,11.01258325863067,45.36094947572917,0.034054388016536034,-0.17829642741206456,-0.9837481416359733,0.12883793271211622,0.06934089864780052,0.01717341306690445
5.0,27.829721816299926,11.090077463471111,45.64503576867069,0.03429802385674713,-0.18083395884403183,-0.9832788776591433,0.1286976827027606,0.06963892755424801,0.017299798050536302
5.0,27.97575359273462,11.167439228283772,45.92782012419814,0.034533236155173404,-0.18338470778721597,-0.9828006053786396,0.12855599397398026,0.06993657144492697,0.017426099370542014
5.0,28.120449003924463,11.244667629198254,46.2092944764282,0.03475984011770764,-0.18594849924320778,-0.9823132543789365,0.12841286906420146,0.0702338278210784,0.017552316416115245
5.0,28.26380113795847,11.321761743936817,46.48945079684292,0.03497765138864715,-0.18852515579116425,-0.9818167555546156,0.12826831053087304,0.07053069418682181,0.017678448576857197
5.0,28.405803147092247,11.3987206518254,46.76828109451863,0.035186486091198364,-0.1911144975906583,-0.9813110411430453,0.12812232095042808,0.07082716804917522,0.017804495242779605
5.0,28.546448248075112,11.475543433804601,47.04577741635398,0.03538616087265527,-0.19371634238266106,-0.9807960447581681,0.12797490291824543,0.07112324691807534,0.017930455804307657
5.0,28.685729722474115,11.552229172440672,47.321931847296675,0.03557649294758567,-0.19633050549584782,-0.9802717014223019,0.12782605904861102,0.07141892830639757,0.01805632965228295
5.0,28.82364091699496,11.62877695193646,47.59673651056935,0.035757300140751486,-0.1989567998486685,-0.9797379475995462,0.1276757919746789,0.07171420972997604,0.01818211617796644
5.0,28.960175243799846,11.705185858142348,47.87018356789415,0.035928400931393836,-0.20159503595592526,-0.9791947212278537,0.12752410434843187,0.0720090887076237,0.01830781477304138
5.0,29.095326180822124,11.781454978567178,48.14226521971634,0.03608961449732743,-0.20424502193514107,-0.9786419617512816,0.12737099884064196,0.07230356276115221,0.018433424829616265
5.0,29.22908727207791,11.857583402389137,48.4129737054268,0.03624076075947819,-0.2069065635132713,-0.9780796101519783,0.12721647814083079,0.07259762941539197,0.01855894574022777
5.0,29.361452127974392,11.93357022046665,48.68230130358328,0.03638166042513884,-0.20957946403437075,-0.9775076089821092,0.12706054495722938,0.07289128619821199,0.018684376897843694
5.0,29.492414425615124,12.009414525349213,48.95024033213078,0.03651213503328542,-0.21226352446883054,-0.9769259023954734,0.12690320201673783,0.07318453064053988,0.018809717695865886
5.0,29.621967909102047,12.085115411288257,49.21678314862054,0.03663200699986797,-0.21495854342305507,-0.976334436178355,0.12674445206488488,0.07347736027638178,0.01893496752813319
5.0,29.75010638983429,12.160671974247945,49.48192215042811,0.036741099660231334,-0.21766431715032314,-0.9757331577811169,0.12658429786578695,0.07376977264284208,0.01906012578892436
5.0,29.876823746803833,12.236083311915976,49.745649774970175,0.0368392373169185,-0.22038063956116533,-0.9751220163485775,0.12642274220210714,0.07406176528014342,0.019185191872961006
5.0,30.00211392688788,12.311348523714365,50.00795849992024,0.036926245281956524,-0.22310730223720399,-0.9745009627506259,0.1262597878750138,0.07435333573164643,0.019310165175410513
5.0,30.12597094513802,12.386466710810186,50.26884084342322,0.03700194992398424,-0.22584409444347364,-0.9738699496123436,0.12609543770413903,0.07464448154386953,0.019435045091888963
5.0,30.248388885066106,12.46143697612632,50.52828936430883,0.03706617871112195,-0.22859080314268562,-0.9732289313438353,0.12592969452753666,0.0749352002665087,0.01955983101846408
5.0,30.369361898926886,12.536258424352155,50.786296662303855,0.03711876025916781,-0.2313472130105929,-0.972577864169967,0.12576256120164034,0.07522548945245729,0.0196845223516581
5.0,30.48888420799733,12.610930161954283,51.04285537824316,0.037159524373158566,-0.23411310645199854,-0.9719167061589022,0.125594040601221,0.07551534665782565,0.019809118488450753
5.0,30.6069501028527,12.685451297187175,51.29795819427971,0.03718830209491832,-0.23688826361712656,-0.9712454172517833,0.12542413561934423,0.07580476944196088,0.019933618826282144
5.0,30.72355394363926,12.759820940103827,51.55159783409317,0.037204925748636535,-0.23967246242021525,-0.9705639592906249,0.1252528491673275,0.07609375536746647,0.020058022763055648
5.0,30.838690160343678,12.834038202566392,51.803767063097574,0.0372092289835675,-0.2424654785573897,-0.9698722960463041,0.12508018417469693,0.07638230200022197,0.020182329697140875
5.0,30.952353253059123,12.908102198256769,52.05445868864754,0.037201046822066895,-0.24526708552699228,-0.9691703932467076,0.12490614358914391,0.0766704069094026,0.02030653902737654
5.0,31.064537792247975,12.98201204268722,52.303665560243566,0.03718021570243538,-0.24807705464966695,-0.9684582186036753,0.12473073037648144,0.07695806766749884,0.02043065015307337
5.0,31.17523841900117,13.05576685321089,52.55138056973589,0.03714657352602089,-0.25089515509028987,-0.967735741839654,0.1245539475206003,0.07724528185033595,0.02055466247401704
5.0,31.284449845294226,13.129365749032393,52.797596651527265,0.03709995970053173,-0.25372115387969146,-0.9670029347147335,0.1243757980234248,0.07753204703709358,0.020678575390471025
5.0,31.392166854239818,13.202807851218298,53.0423067827745,0.03704021518642681,-0.2565548159383146,-0.9662597710519049,0.12419628490486848,0.0778183608103253,0.020802388303179563
5.0,31.498384300336962,13.276092282707642,53.28550398358876,0.036967182540549856,-0.2593959041008295,-0.9655062267631433,0.12401541120278936,0.07810422075597798,0.020926100613370496
5.0,31.603097109716884,13.349218168322391,53.527181317234664,0.036880705961867766,-0.2622441791405267,-0.9647422798739501,0.1238331799729451,0.0783896244634113,0.02104971172275821
